IN1, IN2, IN3, IN4, IN5,Out1,Out2
0.013368581,0.787349177,-0.657113924,0.900193744,-0.80519669,-0.218515741,0.505706766
0.00690617,0.759414891,-0.64372249,0.898740834,-0.822219292,-0.314345121,0.505706766
-0.001102801,0.736957915,-0.645161674,0.903170438,-0.854578295,-0.314345121,0.505706766
-0.008697514,0.74955573,-0.644477184,0.906182569,-0.905365068,-0.314345121,0.505706766
-0.015712268,0.74311989,-0.641721673,0.909584505,-0.952940029,-0.218515741,0.378358188
-0.012149657,0.745858545,-0.646197185,0.916742745,-0.991963541,-0.218515741,0.25100961
-0.001599909,0.761605815,-0.65379678,0.914829156,-1.018501135,-0.122686361,0.123661032
0.008342262,0.766946193,-0.659500863,0.909052953,-1.018902612,-0.026856981,-0.003687546
0.018394901,0.762016613,-0.663730661,0.900122871,-1.019304088,0.068972399,-0.131036125
0.026403872,0.751609722,-0.663906171,0.89576414,-1.017658035,0.164801779,-0.258384703
0.035959403,0.769137118,-0.660115149,0.894134046,-1.016694491,0.164801779,-0.385733281
0.047779539,0.76037342,-0.664011477,0.892645699,-1.000113513,0.260631159,-0.513081859
0.05559519,0.695056484,-0.667082907,0.887152989,-0.922508113,0.356460539,-0.513081859
0.066117321,0.680404677,-0.680720055,0.880171933,-0.82856262,0.45228992,-0.513081859
0.078462183,0.739970436,-0.685932711,0.882794259,-0.797287603,0.45228992,-0.513081859
0.08467604,0.767356992,-0.681035974,0.878116597,-0.770067499,0.5481193,-0.513081859
0.088487205,0.725455561,-0.67857883,0.873438935,-0.702619453,0.5481193,-0.513081859
0.093264971,0.74709094,-0.672190256,0.879108828,-0.636496279,0.5481193,-0.513081859
0.095999068,0.769137118,-0.670979235,0.879782128,-0.603856243,0.5481193,-0.385733281
0.097352308,0.72340157,-0.681071076,0.873120003,-0.605301558,0.5481193,-0.385733281
0.096938051,0.711488418,-0.681369443,0.868548652,-0.60783086,0.5481193,-0.385733281
0.099285508,0.697521274,-0.676472707,0.872730198,-0.580891789,0.5481193,-0.385733281
0.103179525,0.679993879,-0.679333524,0.875033592,-0.55186504,0.5481193,-0.258384703
0.104698467,0.685060392,-0.663800865,0.871808841,-0.553270208,0.45228992,-0.258384703
0.108896273,0.65986476,-0.656394332,0.864260795,-0.556281282,0.45228992,-0.258384703
0.113729272,0.685197324,-0.657517597,0.865182153,-0.554033013,0.5481193,-0.258384703
0.116573838,0.695193417,-0.66115066,0.870852046,-0.512600642,0.5481193,-0.258384703
0.122014415,0.6830064,-0.665433111,0.873580682,-0.470606204,0.5481193,-0.258384703
0.12949866,0.705326443,-0.657517597,0.882936006,-0.469401775,0.64394868,-0.258384703
0.133917403,0.740381234,-0.663256783,0.888641336,-0.437564691,0.64394868,-0.258384703
0.133309826,0.803370313,-0.666012295,0.884530664,-0.40653056,0.64394868,-0.258384703
0.136706734,0.815146532,-0.664362498,0.887578231,-0.375817611,0.73977806,-0.385733281
0.139385597,0.778311614,-0.660764537,0.891405409,-0.336071441,0.73977806,-0.258384703
0.141926374,0.742298293,-0.645161674,0.88647969,-0.333542139,0.73977806,-0.258384703
0.149410619,0.691633165,-0.635052282,0.890377741,-0.333100515,0.64394868,-0.258384703
0.152531356,0.685745056,-0.642757183,0.890944731,-0.332618743,0.64394868,-0.385733281
0.15297323,0.725044763,-0.645512695,0.884778722,-0.33438524,0.5481193,-0.385733281
0.153387487,0.767083126,-0.642651877,0.881943775,-0.335589669,0.5481193,-0.385733281
0.151454287,0.739559638,-0.653042085,0.884282606,-0.336071441,0.5481193,-0.385733281
0.148968745,0.769274051,-0.671260052,0.890767546,-0.336312327,0.45228992,-0.385733281
0.148968745,0.818980649,-0.664801274,0.889704441,-0.33454583,0.45228992,-0.385733281
0.148968745,0.759962622,-0.659623721,0.888995705,-0.334907159,0.356460539,-0.385733281
0.148968745,0.747638672,-0.66115066,0.89654375,-0.336513065,0.356460539,-0.385733281
0.144632853,0.823225565,-0.660571476,0.890696673,-0.316278651,0.356460539,-0.385733281
0.129471043,0.753800647,-0.666293111,0.881624843,-0.276773367,0.260631159,-0.258384703
0.113066461,0.615635473,-0.682440056,0.87953407,-0.242928901,0.260631159,-0.258384703
0.096855199,0.708749762,-0.684177608,0.884247169,-0.222092272,0.164801779,-0.131036125
0.081941943,0.857869559,-0.667784948,0.892929193,-0.219081199,0.068972399,-0.131036125
0.074678635,0.718882788,-0.65772821,0.896898119,-0.259670469,-0.026856981,-0.131036125
0.073491098,0.687662114,-0.658289843,0.898280155,-0.372645947,-0.026856981,-0.003687546
0.077744138,0.818843717,-0.662291477,0.899201513,-0.446035844,-0.122686361,-0.003687546
0.07559,0.761058084,-0.660869844,0.896402003,-0.444670824,-0.218515741,0.123661032
0.073214926,0.733397663,-0.656008209,0.896402003,-0.44491171,-0.122686361,-0.131036125
0.073435863,0.693961022,-0.649795145,0.90281607,-0.444831415,0.164801779,-0.513081859
0.078075543,0.72244304,-0.642827388,0.900902481,-0.442824033,0.260631159,-0.640430437
0.083239949,0.843765482,-0.646478001,0.896402003,-0.442141523,0.45228992,-0.895127594
0.080671554,0.885256114,-0.651041268,0.899307823,-0.482289169,0.64394868,-1.022476172
0.081306749,0.81062775,-0.655622086,0.897677729,-0.529623244,0.73977806,-1.277173328
0.086526388,0.77516216,-0.65635923,0.895445208,-0.510191783,0.93143682,-1.404521907
0.084731274,0.740107369,-0.670470256,0.886373379,-0.323545375,1.5064131,-2.041264798
0.079953509,0.756402369,-0.690109855,0.874147672,-0.062585673,1.79390124,-2.295961954
0.08293616,0.841437625,-0.693005775,0.871170978,0.022928814,1.5064131,-2.041264798
0.087272051,0.833906322,-0.688688222,0.870072436,0.065605762,1.31475434,-1.659219063
0.086001663,0.765576866,-0.687933528,0.869966125,0.118199179,1.0272662,-1.404521907
0.082383817,0.633984465,-0.675366992,0.869859815,0.1485508,0.83560744,-1.14982475
0.078931675,0.582086942,-0.651111472,0.877691355,0.183198219,0.5481193,-0.767779016
0.078710737,0.714637872,-0.645688205,0.890023373,0.188176527,-0.122686361,-0.131036125
0.08390276,0.758319428,-0.650005758,0.894594724,0.070744661,-0.985150781,0.378358188
0.097241839,0.737916444,-0.641230244,0.903631117,-0.172630372,-1.272638921,0.25100961
0.113425484,0.690126904,-0.631015546,0.914935467,-0.371802846,-0.985150781,0.123661032
0.130106237,0.731617536,-0.626434728,0.91277382,-0.456996152,-0.793492021,0.123661032
0.142589185,0.768041656,-0.637369018,0.908840332,-0.456875709,-0.601833261,-0.003687546
0.143721488,0.737642579,-0.650830656,0.907777227,-0.452981387,-0.122686361,-0.131036125
0.140517899,0.782830396,-0.649233513,0.905013154,-0.41540319,0.164801779,-0.258384703
0.138418997,0.765029134,-0.656183719,0.90136316,-0.326235267,0.164801779,-0.385733281
0.140794071,0.790498631,-0.663642906,0.896933555,-0.235702324,0.164801779,-0.513081859
0.150018196,0.734903923,-0.67619189,0.889917062,-0.15902032,0.164801779,-0.640430437
0.157143418,0.683143333,-0.674366584,0.885629206,-0.110240929,0.164801779,-0.640430437
0.159021384,0.811997078,-0.672506175,0.887294737,-0.102974205,0.164801779,-0.640430437
0.158137635,0.794195816,-0.684581281,0.880809796,-0.08514865,0.164801779,-0.640430437
0.159435641,0.779133211,-0.684002098,0.877195239,-0.041468011,0.164801779,-0.640430437
0.15838619,0.762016613,-0.680755158,0.879037955,-0.01930651,0.164801779,-0.513081859
0.155652093,0.663698878,-0.67703434,0.877443297,-0.020470792,0.068972399,-0.513081859
0.154768344,0.68054161,-0.679035157,0.874253982,-0.023883342,-0.026856981,-0.513081859
0.158717595,0.709571359,-0.67208495,0.873084567,-0.024124228,-0.026856981,-0.513081859
0.160595561,0.708202031,-0.663256783,0.870462241,0.004942668,-0.026856981,-0.513081859
0.158938533,0.761879681,-0.645512695,0.867698168,0.038265215,-0.026856981,-0.385733281
0.155652093,0.787075312,-0.625697585,0.884034548,0.039590087,-0.026856981,-0.258384703
0.150625773,0.792552623,-0.632577588,0.900937918,0.035936652,-0.122686361,-0.385733281
0.145737539,0.751609722,-0.635122487,0.899449571,0.034170155,-0.122686361,-0.385733281
0.144467151,0.666300601,-0.640370244,0.902426265,0.036097242,-0.122686361,-0.385733281
0.150708624,0.677529089,-0.649900452,0.905757327,0.009720238,-0.122686361,-0.385733281
0.16128599,0.798988464,-0.647338002,0.906643248,-0.070534907,-0.026856981,-0.385733281
0.167168441,0.793785018,-0.652006575,0.906324316,-0.12694235,-0.026856981,-0.385733281
0.168217892,0.750240394,-0.663835967,0.907529169,-0.126902203,-0.026856981,-0.385733281
0.170344412,0.782419597,-0.669259235,0.905899074,-0.119234002,-0.026856981,-0.385733281
0.171559566,0.709845225,-0.682580464,0.892433078,-0.045884252,-0.026856981,-0.640430437
0.165759966,0.664931273,-0.694567816,0.88435348,0.063076461,-0.026856981,-0.767779016
0.155210218,0.722032242,-0.687617609,0.889952499,0.101176577,-0.026856981,-0.513081859
0.142147311,0.746406277,-0.678298014,0.88949182,0.100975839,-0.026856981,-0.385733281
0.128255889,0.827744347,-0.68096577,0.884991343,0.136105029,-0.026856981,-0.131036125
0.114557787,0.827333549,-0.673155563,0.882829696,0.174325589,-0.026856981,-0.003687546
0.101826285,0.74216136,-0.668574745,0.888818521,0.172840126,-0.122686361,0.123661032
0.096192388,0.790498631,-0.657429842,0.898988892,0.121451139,-0.122686361,0.378358188
0.094618211,0.770506446,-0.639124121,0.904198106,-0.003287599,-0.122686361,0.505706766
0.094618211,0.685608123,-0.639685754,0.903453933,-0.09197375,-0.122686361,0.633055344
0.098153205,0.734903923,-0.6379131,0.900867044,-0.133125088,-0.026856981,0.760403923
0.104173742,0.744352285,-0.638474733,0.898315592,-0.160505783,-0.026856981,0.633055344
0.10583077,0.730111276,-0.64047555,0.895338898,-0.158859729,-0.026856981,0.505706766
0.103759484,0.778859345,-0.649514329,0.894204919,-0.159823273,0.068972399,0.505706766
0.103566164,0.763112076,-0.656218821,0.889704441,-0.161027702,0.068972399,0.378358188
0.107902056,0.735314721,-0.659079639,0.887082116,-0.160867111,0.068972399,0.25100961
0.11163037,0.769958714,-0.65790372,0.89296463,-0.160184601,0.068972399,0.123661032
0.113287398,0.75790863,-0.655078005,0.895232587,-0.158137072,0.068972399,0.123661032
0.117568055,0.767493924,-0.661361272,0.889810752,-0.158257514,0.068972399,-0.003687546
0.115855792,0.793785018,-0.665152294,0.894275793,-0.155848656,-0.026856981,-0.131036125
0.108205844,0.739148839,-0.665362907,0.896012198,-0.155125998,-0.026856981,-0.131036125
0.104063273,0.719019721,-0.65739474,0.897039866,-0.155487327,-0.026856981,-0.131036125
0.107846821,0.719156654,-0.669259235,0.897252487,-0.152395958,-0.026856981,-0.131036125
0.115469152,0.666026735,-0.686213527,0.896402003,-0.150268133,-0.122686361,-0.131036125
0.115883409,0.675201232,-0.685546588,0.896295692,-0.151271824,-0.122686361,-0.003687546
0.116297667,0.723949301,-0.686968221,0.890129683,-0.155005555,-0.122686361,-0.003687546
0.11240365,0.760921151,-0.683142097,0.889243763,-0.154122307,-0.026856981,-0.003687546
0.111216113,0.823499431,-0.680509443,0.890980167,-0.151793743,0.068972399,-0.003687546
0.112320798,0.811175481,-0.671260052,0.892929193,-0.151753596,-0.026856981,-0.003687546
0.108951507,0.741339764,-0.667258418,0.895835014,-0.1516733,-0.026856981,-0.003687546
0.110498067,0.768452454,-0.662800457,0.891476283,-0.189612826,-0.026856981,0.25100961
0.112707438,0.712994678,-0.650584942,0.893850551,-0.23389568,-0.122686361,0.25100961
0.110194278,0.632341272,-0.652936779,0.897323361,-0.239155022,-0.122686361,0.123661032
0.098954102,0.726824889,-0.654762086,0.898173845,-0.239837532,-0.122686361,0.123661032
0.087824394,0.71504867,-0.650304125,0.90146947,-0.233494204,-0.218515741,-0.003687546
0.086526388,0.652196525,-0.650005758,0.900193744,-0.237549116,-0.218515741,-0.131036125
0.093955399,0.741065898,-0.649935554,0.901930149,-0.276652924,-0.314345121,-0.258384703
0.108785804,0.800494724,-0.652831473,0.901008791,-0.313508463,-0.314345121,-0.385733281
0.12389238,0.716691864,-0.646004123,0.901646654,-0.313428168,-0.218515741,-0.385733281
0.135187791,0.759277958,-0.64765392,0.900370928,-0.314913631,-0.122686361,-0.513081859
0.143279613,0.777353085,-0.655323719,0.896118508,-0.257221463,-0.122686361,-0.767779016
0.148830659,0.70121846,-0.658360047,0.890767546,-0.133928041,-0.026856981,-0.895127594
0.155210218,0.682458669,-0.666749438,0.887188426,-0.069772102,0.068972399,-0.767779016
0.158938533,0.717102662,-0.670505358,0.885345711,-0.070615202,0.068972399,-0.513081859
0.153111316,0.694919552,-0.667942908,0.883573869,-0.072903618,0.164801779,-0.385733281
0.139247511,0.781598001,-0.670680868,0.886231632,-0.073024061,0.260631159,-0.258384703
0.12466566,0.808710691,-0.668083316,0.88736561,-0.073144504,0.356460539,-0.131036125
0.117871844,0.693550224,-0.661501681,0.889669005,-0.073264947,0.356460539,-0.003687546
0.122621992,0.71847199,-0.661501681,0.890484052,-0.073425537,0.356460539,0.123661032
0.132729866,0.755033042,-0.664502906,0.88803891,-0.07354598,0.260631159,0.25100961
0.136126774,0.745173882,-0.666679234,0.885948137,-0.074790557,0.260631159,0.123661032
0.135712517,0.78255653,-0.666012295,0.887046679,-0.077360007,0.164801779,-0.003687546
0.131956586,0.77516216,-0.668873112,0.891228225,-0.076597202,0.164801779,-0.003687546
0.133613614,0.701355392,-0.66764454,0.893850551,-0.072261256,0.068972399,-0.003687546
0.135215408,0.731480604,-0.663642906,0.893177251,-0.071177269,0.068972399,-0.003687546
0.1240857,0.76776779,-0.660659231,0.895019966,-0.075834396,-0.026856981,-0.003687546
0.116214815,0.74955573,-0.615482887,0.883538432,-0.082539053,-0.026856981,-0.003687546
0.118148015,0.761879681,-0.583768181,0.879746691,-0.136336899,0.068972399,-0.003687546
0.130492877,0.730385141,-0.615798806,0.896083071,-0.212938609,0.068972399,-0.003687546
0.141871139,0.696151947,-0.631506975,0.902532575,-0.245899827,0.068972399,-0.003687546
0.141788288,0.721621444,-0.644758001,0.904304417,-0.259871208,0.068972399,0.123661032
0.138860871,0.681774005,-0.66165964,0.904765096,-0.258546335,0.068972399,0.123661032
0.137286694,0.719567452,-0.662660048,0.897323361,-0.256860134,0.068972399,0.123661032
0.130382409,0.83774044,-0.662765355,0.89363793,-0.251560645,0.068972399,0.123661032
0.120799261,0.755580773,-0.659430659,0.892787446,-0.238432364,0.164801779,0.123661032
0.11279029,0.670134719,-0.661255966,0.888818521,-0.198967228,0.164801779,-0.003687546
0.116380518,0.688894509,-0.665801682,0.886798621,-0.162713903,0.068972399,-0.003687546
0.1289187,0.669039256,-0.666012295,0.890519489,-0.164199366,-0.026856981,-0.003687546
0.136099157,0.721484511,-0.669153928,0.889739878,-0.164600843,-0.026856981,-0.003687546
0.143058676,0.817885187,-0.670119235,0.884140859,-0.165042467,0.068972399,-0.003687546
0.147256482,0.752294386,-0.671821685,0.882829696,-0.165484091,0.068972399,-0.131036125
0.15046007,0.718882788,-0.665801682,0.884743285,-0.165925715,0.068972399,-0.258384703
0.152420887,0.760236487,-0.660501272,0.886869495,-0.166327191,0.068972399,-0.258384703
0.142230162,0.710392956,-0.664871478,0.8859127,-0.167089997,0.068972399,-0.258384703
0.127593077,0.718608922,-0.666644132,0.885097653,-0.124533491,0.068972399,-0.258384703
0.125770346,0.799536195,-0.664766172,0.887294737,-0.076356316,0.068972399,-0.131036125
0.134884003,0.769547916,-0.666468621,0.887082116,-0.08037108,0.164801779,-0.131036125
0.139385597,0.77762695,-0.666187805,0.883432122,-0.082137577,0.164801779,-0.131036125
0.13819806,0.736957915,-0.667714744,0.884495227,-0.082057281,0.068972399,-0.131036125
0.135712517,0.689442241,-0.661624538,0.882971443,-0.083703335,-0.122686361,-0.003687546
0.127593077,0.804054976,-0.658869026,0.881695717,-0.083904073,-0.218515741,-0.003687546
0.111022793,0.787212245,-0.656587393,0.889669005,-0.081816396,-0.314345121,-0.003687546
0.084399869,0.695467283,-0.647969839,0.894452977,-0.079126503,-0.506003881,0.123661032
0.058467373,0.701903123,-0.652217187,0.893708804,-0.082820087,-0.601833261,0.123661032
0.042836071,0.680404677,-0.650374329,0.896650061,-0.17624366,-0.697662641,0.25100961
0.036014637,0.719019721,-0.637333916,0.908485963,-0.347393077,-0.889321401,0.25100961
0.035627997,0.83281086,-0.629435954,0.916034009,-0.460729883,-0.793492021,0.25100961
0.042697985,0.769410983,-0.632015955,0.911923336,-0.521914896,-0.601833261,0.378358188
0.052143048,0.714774805,-0.664151886,0.915077214,-0.545883041,-0.506003881,0.378358188
0.061864281,0.759962622,-0.692689856,0.909478195,-0.541787981,-0.410174501,0.505706766
0.071309344,0.730385141,-0.686002915,0.895019966,-0.542430344,-0.314345121,0.25100961
0.08003636,0.735451654,-0.673927808,0.890023373,-0.545682303,-0.218515741,0.123661032
0.077578435,0.776805353,-0.675718013,0.887578231,-0.544116545,-0.122686361,-0.003687546
0.067028687,0.736136318,-0.682211893,0.880242807,-0.492486671,-0.026856981,-0.003687546
0.058715927,0.753252915,-0.679333524,0.877691355,-0.436761738,0.068972399,-0.131036125
0.056258002,0.740928965,-0.670505358,0.87875446,-0.436320114,0.260631159,-0.131036125
0.071226492,0.683827997,-0.669943725,0.877372423,-0.433630222,0.260631159,-0.258384703
0.097877033,0.706011107,-0.670979235,0.872659325,-0.432907564,0.164801779,-0.258384703
0.122014415,0.672873374,-0.664292294,0.87035593,-0.403920963,0.164801779,-0.385733281
0.138998957,0.712173082,-0.65704372,0.874218545,-0.370839303,0.164801779,-0.385733281
0.148444019,0.803644178,-0.655499229,0.875104466,-0.336673655,0.164801779,-0.640430437
0.155348304,0.730248209,-0.655218413,0.873226314,-0.266776603,0.164801779,-0.640430437
0.159435641,0.722853839,-0.659325353,0.872907382,-0.226468366,0.164801779,-0.640430437
0.155431156,0.775709891,-0.66594209,0.872588451,-0.223698178,0.164801779,-0.513081859
0.146897459,0.738053377,-0.666187805,0.871206414,-0.187926625,0.164801779,-0.513081859
0.134580214,0.767904723,-0.669434745,0.874962719,-0.144446724,0.164801779,-0.385733281
0.121462072,0.761058084,-0.649689839,0.872978256,-0.147377502,0.068972399,-0.385733281
0.118866061,0.644665222,-0.623012278,0.867166615,-0.150027247,-0.026856981,-0.258384703
0.132067054,0.70861283,-0.633156772,0.872907382,-0.15030828,0.068972399,-0.258384703
0.139689385,0.803096447,-0.645898817,0.880030186,-0.158980172,0.068972399,-0.131036125
0.139689385,0.78255653,-0.653340453,0.887188426,-0.173794654,0.068972399,-0.258384703
0.139689385,0.768315521,-0.657622904,0.890484052,-0.179495619,0.164801779,-0.385733281
0.139689385,0.716417998,-0.657658006,0.890377741,-0.177809418,0.164801779,-0.385733281
0.138336145,0.647130012,-0.652585759,0.893035504,-0.175239969,0.164801779,-0.385733281
0.136154391,0.738327243,-0.655218413,0.892433078,-0.176845875,0.164801779,-0.385733281
0.129388191,0.807341363,-0.661501681,0.890590362,-0.178491928,0.260631159,-0.385733281
0.123809529,0.685060392,-0.662765355,0.896083071,-0.176524694,0.260631159,-0.258384703
0.121821095,0.66575287,-0.659430659,0.895197151,-0.175641445,0.260631159,-0.258384703
0.12485898,0.690263837,-0.657517597,0.894134046,-0.172951553,0.260631159,-0.258384703
0.137286694,0.713816275,-0.668013112,0.891440846,-0.163516856,0.356460539,-0.258384703
0.147532653,0.807615229,-0.676683319,0.888570463,-0.10714956,0.356460539,-0.385733281
0.156950098,0.795565144,-0.679614341,0.883361248,-0.048453701,0.356460539,-0.513081859
0.160678412,0.731206738,-0.680579647,0.877372423,-0.011397424,0.356460539,-0.385733281
0.160457475,0.775025227,-0.682966587,0.882191833,0.053079697,0.356460539,-0.258384703
0.160264155,0.757497832,-0.688424956,0.885310274,0.119363461,0.356460539,-0.131036125
0.160043218,0.718745855,-0.687933528,0.888003473,0.15947096,0.45228992,-0.003687546
0.153829361,0.75297905,-0.679070259,0.891653467,0.159390664,0.356460539,-0.003687546
0.144108128,0.686155854,-0.67447189,0.889031142,0.158627859,0.260631159,0.123661032
0.138805637,0.679035349,-0.667047805,0.891582594,0.157543873,0.356460539,0.25100961
0.138087591,0.793100354,-0.655622086,0.890802983,0.1485508,0.356460539,0.378358188
0.144246213,0.793100354,-0.654358412,0.888960268,0.100333476,0.356460539,0.378358188
0.152503739,0.747912537,-0.653937188,0.894878219,0.057696676,0.356460539,0.25100961
0.163826767,0.77516216,-0.652076779,0.897606855,0.057576233,0.45228992,0.25100961
0.176475417,0.682184803,-0.65790372,0.89509084,0.058058005,0.45228992,0.123661032
